journal,issn,cas_partition,quality_tier,source,note
JOURNAL OF THEORETICAL BIOLOGY,0022-5193,Q2,,iikx biology api,CAS biology class; subclass=生物学; IF2024=1.9; eissn=1095-8541; url=https://www.iikx.com/sci/biology/14986.html
JOURNAL OF VECTOR ECOLOGY,1081-1710,Q2,,iikx biology api,CAS biology class; subclass=昆虫学; IF2024=1.5; eissn=1948-7134; url=https://www.iikx.com/sci/biology/15033.html
Journal of Biological Dynamics,1751-3758,Q2,,iikx biology api,CAS biology class; subclass=生态学; IF2024=2.7; eissn=1751-3766; url=https://www.iikx.com/sci/biology/19008.html
Journal of Computational Electronics,1569-8025,Q2,,iikx biology api,CAS biology class; subclass=工程：电子与电气; IF2024=2.8; eissn=1572-8137; url=https://www.iikx.com/sci/biology/18128.html
Journal of Cotton Research,2096-5044,Q2,,iikx biology api,CAS biology class; subclass=植物科学; IF2024=3.6; eissn=2523-3254; url=https://www.iikx.com/sci/biology/30037.html
Journal of Developmental Biology,N/A,Q2,,iikx biology api,CAS biology class; subclass=; IF2024=2.4; eissn=2221-3759; url=https://www.iikx.com/sci/biology/28434.html
Journal of Essential Oil Bearing Plants,0972-060X,Q2,,iikx biology api,CAS biology class; subclass=植物科学; IF2024=2.1; eissn=0976-5026; url=https://www.iikx.com/sci/biology/14121.html
Journal of Experimental Zoology Part A-Ecological and Integrative Physiology,2471-5638,Q2,,iikx biology api,CAS biology class; subclass=动物学; IF2024=1.6; eissn=2471-5646; url=https://www.iikx.com/sci/other/19685.html
Journal of Molecular Cell Biology,1674-2788,Q2,,iikx biology api,CAS biology class; subclass=细胞生物学; IF2024=6.0; eissn=1759-4685; url=https://www.iikx.com/sci/biology/17917.html
Journal of Plant Interactions,1742-9145,Q2,,iikx biology api,CAS biology class; subclass=植物科学; IF2024=3.3; eissn=1742-9153; url=https://www.iikx.com/sci/biology/17949.html
Journal of Proteomics,1874-3919,Q2,,iikx biology api,CAS biology class; subclass=生化研究方法; IF2024=3.1; eissn=1876-7737; url=https://www.iikx.com/sci/biology/14710.html
Journal of Structural Biology-X,N/A,Q2,,iikx biology api,CAS biology class; subclass=; IF2024=2.9; eissn=2590-1524; url=https://www.iikx.com/sci/biology/28511.html
Journal of Structural Biology: X,N/A,Q2,,iikx biology api,CAS biology class; subclass=; IF2024=2.9; eissn=2590-1524; url=https://www.iikx.com/sci/biology/68068.html
Journal of Systematics and Evolution,1674-4918,Q2,,iikx biology api,CAS biology class; subclass=植物科学; IF2024=3.2; eissn=1759-6831; url=https://www.iikx.com/sci/biology/17950.html
Journal of Vertebrate Biology,2694-7684,Q2,,iikx biology api,CAS biology class; subclass=动物学; IF2024=1.3; eissn=2694-7684; url=https://www.iikx.com/sci/biology/41226.html
Journal of the American Association for Laboratory Animal Science,1559-6109,Q2,,iikx biology api,CAS biology class; subclass=兽医学; IF2024=1.5; eissn=1559-6109; url=https://www.iikx.com/sci/biology/14853.html
LABORATORY ANIMALS,0023-6772,Q2,,iikx biology api,CAS biology class; subclass=兽医学; IF2024=1.3; eissn=1758-1117; url=https://www.iikx.com/sci/biology/15141.html
Legume Science,2639-6181,Q2,,iikx biology api,CAS biology class; subclass=; IF2024=4.4; eissn=2639-6181; url=https://www.iikx.com/sci/biology/73955.html
MACROMOLECULAR BIOSCIENCE,1616-5187,Q2,,iikx biology api,CAS biology class; subclass=生化与分子生物学; IF2024=4.2; eissn=1616-5195; url=https://www.iikx.com/sci/biology/15235.html
MAMMALIAN BIOLOGY,1616-5047,Q2,,iikx biology api,CAS biology class; subclass=动物学; IF2024=1.3; eissn=1618-1476; url=https://www.iikx.com/sci/biology/15264.html
MAMMALIAN GENOME,0938-8990,Q2,,iikx biology api,CAS biology class; subclass=生化与分子生物学; IF2024=2.6; eissn=1432-1777; url=https://www.iikx.com/sci/biology/15265.html
MARINE BIOLOGY,0025-3162,Q2,,iikx biology api,CAS biology class; subclass=海洋与淡水生物学; IF2024=2.3; eissn=1432-1793; url=https://www.iikx.com/sci/biology/15274.html
MARINE MAMMAL SCIENCE,0824-0469,Q2,,iikx biology api,CAS biology class; subclass=海洋与淡水生物学; IF2024=1.7; eissn=1748-7692; url=https://www.iikx.com/sci/biology/15287.html
MATHEMATICAL BIOSCIENCES,0025-5564,Q2,,iikx biology api,CAS biology class; subclass=生物学; IF2024=2.6; eissn=1879-3134; url=https://www.iikx.com/sci/biology/15333.html
MECHANISMS OF DEVELOPMENT,0925-4773,Q2,,iikx biology api,CAS biology class; subclass=发育生物学; IF2024=0.0; eissn=1872-6356; url=https://www.iikx.com/sci/biology/15390.html
MEDICAL & BIOLOGICAL ENGINEERING & COMPUTING,0140-0118,Q2,,iikx biology api,CAS biology class; subclass=; IF2024=3.1; eissn=1741-0444; url=https://www.iikx.com/sci/biology/36599.html
METHODS,1046-2023,Q2,,iikx biology api,CAS biology class; subclass=生化研究方法; IF2024=3.6; eissn=1095-9130; url=https://www.iikx.com/sci/biology/15465.html
MICROBIOLOGY-SGM,1350-0872,Q2,,iikx biology api,CAS biology class; subclass=微生物学; IF2024=4.3; eissn=1465-2080; url=https://www.iikx.com/sci/biology/15486.html
MOLECULAR AND CELLULAR BIOCHEMISTRY,0300-8177,Q2,,iikx biology api,CAS biology class; subclass=细胞生物学; IF2024=4.7; eissn=1573-4919; url=https://www.iikx.com/sci/biology/15548.html
MOLECULAR AND CELLULAR PROBES,0890-8508,Q2,,iikx biology api,CAS biology class; subclass=生化研究方法; IF2024=3.2; eissn=1096-1194; url=https://www.iikx.com/sci/biology/15552.html
MOLECULAR GENETICS AND METABOLISM,1096-7192,Q2,,iikx biology api,CAS biology class; subclass=内分泌学与代谢; IF2024=4.0; eissn=1096-7206; url=https://www.iikx.com/sci/biology/15573.html
MOLECULAR REPRODUCTION AND DEVELOPMENT,1040-452X,Q2,,iikx biology api,CAS biology class; subclass=生化与分子生物学; IF2024=2.6; eissn=1098-2795; url=https://www.iikx.com/sci/biology/15599.html
MUTAGENESIS,0267-8357,Q2,,iikx biology api,CAS biology class; subclass=遗传学; IF2024=3.1; eissn=1464-3804; url=https://www.iikx.com/sci/biology/15630.html
MUTATION RESEARCH-GENETIC TOXICOLOGY AND ENVIRONMENTAL MUTAGENESIS,1383-5718,Q2,,iikx biology api,CAS biology class; subclass=生物工程与应用微生物; IF2024=2.8; eissn=1879-3592; url=https://www.iikx.com/sci/biology/15632.html
MYCOBIOLOGY,1229-8093,Q2,,iikx biology api,CAS biology class; subclass=农艺学; IF2024=2.5; eissn=2092-9323; url=https://www.iikx.com/sci/biology/19287.html
Mammal Research,2199-2401,Q2,,iikx biology api,CAS biology class; subclass=动物学; IF2024=1.7; eissn=2199-241X; url=https://www.iikx.com/sci/biology/19277.html
Marine Ecology-An Evolutionary Perspective,0173-9565,Q2,,iikx biology api,CAS biology class; subclass=海洋与淡水生物学; IF2024=1.9; eissn=1439-0485; url=https://www.iikx.com/sci/biology/15279.html
Meat and Muscle Biology,N/A,Q2,,iikx biology api,CAS biology class; subclass=; IF2024=1.8; eissn=2575-985X; url=https://www.iikx.com/sci/biology/75724.html
Metabarcoding and Metagenomics,N/A,Q2,,iikx biology api,CAS biology class; subclass=; IF2024=3.5; eissn=2534-9708; url=https://www.iikx.com/sci/biology/68934.html
Metabolites,N/A,Q2,,iikx biology api,CAS biology class; subclass=生化与分子生物学; IF2024=4.5; eissn=2218-1989; url=https://www.iikx.com/sci/biology/29812.html
Microbial Cell,2311-2638,Q2,,iikx biology api,CAS biology class; subclass=; IF2024=4.1; eissn=2311-2638; url=https://www.iikx.com/sci/biology/32020.html
Microbiology Spectrum,N/A,Q2,,iikx biology api,CAS biology class; subclass=微生物学; IF2024=4.1; eissn=2165-0497; url=https://www.iikx.com/sci/biology/37842.html
MicrobiologyOpen,2045-8827,Q2,,iikx biology api,CAS biology class; subclass=微生物学; IF2024=3.6; eissn=2045-8827; url=https://www.iikx.com/sci/biology/19069.html
Microorganisms,N/A,Q2,,iikx biology api,CAS biology class; subclass=微生物学; IF2024=4.7; eissn=2076-2607; url=https://www.iikx.com/sci/biology/33770.html
Mycotoxin Research,0178-7888,Q2,,iikx biology api,CAS biology class; subclass=真菌学; IF2024=3.5; eissn=1867-1632; url=https://www.iikx.com/sci/biology/19290.html
NAR Genomics and Bioinformatics,N/A,Q2,,iikx biology api,CAS biology class; subclass=; IF2024=3.0; eissn=2631-9268; url=https://www.iikx.com/sci/biology/28527.html
NEOTROPICAL ENTOMOLOGY,1519-566X,Q2,,iikx biology api,CAS biology class; subclass=昆虫学; IF2024=1.8; eissn=1678-8052; url=https://www.iikx.com/sci/biology/15713.html
NEW ZEALAND JOURNAL OF BOTANY,0028-825X,Q2,,iikx biology api,CAS biology class; subclass=植物科学; IF2024=3.4; eissn=1175-8643; url=https://www.iikx.com/sci/biology/15827.html
NEW ZEALAND JOURNAL OF MARINE AND FRESHWATER RESEARCH,0028-8330,Q2,,iikx biology api,CAS biology class; subclass=渔业; IF2024=1.9; eissn=1175-8805; url=https://www.iikx.com/sci/biology/15831.html
NEW ZEALAND JOURNAL OF ZOOLOGY,0301-4223,Q2,,iikx biology api,CAS biology class; subclass=动物学; IF2024=1.3; eissn=1175-8821; url=https://www.iikx.com/sci/biology/15832.html
NITRIC OXIDE-BIOLOGY AND CHEMISTRY,1089-8603,Q2,,iikx biology api,CAS biology class; subclass=生化与分子生物学; IF2024=3.8; eissn=1089-8611; url=https://www.iikx.com/sci/biology/15840.html
Nucleus,1949-1034,Q2,,iikx biology api,CAS biology class; subclass=细胞生物学; IF2024=5.5; eissn=1949-1042; url=https://www.iikx.com/sci/biology/19083.html
ORGANISMS DIVERSITY & EVOLUTION,1439-6092,Q2,,iikx biology api,CAS biology class; subclass=进化生物学; IF2024=1.8; eissn=1618-1077; url=https://www.iikx.com/sci/biology/16022.html
Open Life Sciences,2391-5412,Q2,,iikx biology api,CAS biology class; subclass=生物学; IF2024=2.3; eissn=2391-5412; url=https://www.iikx.com/sci/biology/19300.html
Ornithology Research,2662-673X,Q2,,iikx biology api,CAS biology class; subclass=鸟类学; IF2024=1.4; eissn=; url=https://www.iikx.com/sci/biology/22892.html
Oxidative Medicine and Cellular Longevity,1942-0900,Q2,,iikx biology api,CAS biology class; subclass=细胞生物学; IF2024=0.0; eissn=1942-0994; url=https://www.iikx.com/sci/biology/16052.html
PHOTOCHEMICAL & PHOTOBIOLOGICAL SCIENCES,1474-905X,Q2,,iikx biology api,CAS biology class; subclass=生化与分子生物学; IF2024=3.5; eissn=1474-9092; url=https://www.iikx.com/sci/biology/16218.html
PHOTOSYNTHESIS RESEARCH,0166-8595,Q2,,iikx biology api,CAS biology class; subclass=植物科学; IF2024=3.8; eissn=1573-5079; url=https://www.iikx.com/sci/biology/16229.html
PHOTOSYNTHETICA,0300-3604,Q2,,iikx biology api,CAS biology class; subclass=植物科学; IF2024=2.0; eissn=1573-9058; url=https://www.iikx.com/sci/biology/16230.html
PHYCOLOGIA,0031-8884,Q2,,iikx biology api,CAS biology class; subclass=海洋与淡水生物学; IF2024=1.9; eissn=2330-2968; url=https://www.iikx.com/sci/biology/16231.html
PHYSIOLOGICAL AND BIOCHEMICAL ZOOLOGY,1522-2152,Q2,,iikx biology api,CAS biology class; subclass=生理学; IF2024=1.4; eissn=1537-5293; url=https://www.iikx.com/sci/biology/16286.html
PHYSIOLOGICAL ENTOMOLOGY,0307-6962,Q2,,iikx biology api,CAS biology class; subclass=昆虫学; IF2024=1.8; eissn=1365-3032; url=https://www.iikx.com/sci/biology/16288.html
PHYSIOLOGY AND MOLECULAR BIOLOGY OF PLANTS,0971-5894,Q2,,iikx biology api,CAS biology class; subclass=植物科学; IF2024=3.6; eissn=0974-0430; url=https://www.iikx.com/sci/biology/19319.html
PHYTOCHEMICAL ANALYSIS,0958-0344,Q2,,iikx biology api,CAS biology class; subclass=生化研究方法; IF2024=2.9; eissn=1099-1565; url=https://www.iikx.com/sci/biology/16296.html
PHYTOCHEMISTRY,0031-9422,Q2,,iikx biology api,CAS biology class; subclass=生化与分子生物学; IF2024=3.4; eissn=1873-3700; url=https://www.iikx.com/sci/biology/16297.html
PHYTON-INTERNATIONAL JOURNAL OF EXPERIMENTAL BOTANY,0031-9457,Q2,,iikx biology api,CAS biology class; subclass=植物科学; IF2024=2.0; eissn=1851-5657; url=https://www.iikx.com/sci/biology/16303.html
PHYTOPARASITICA,0334-2123,Q2,,iikx biology api,CAS biology class; subclass=农艺学; IF2024=1.6; eissn=1876-7184; url=https://www.iikx.com/sci/biology/16304.html
PLANT BIOLOGY,1435-8603,Q2,,iikx biology api,CAS biology class; subclass=植物科学; IF2024=3.4; eissn=1438-8677; url=https://www.iikx.com/sci/biology/16317.html
PLANT CELL TISSUE AND ORGAN CULTURE,0167-6857,Q2,,iikx biology api,CAS biology class; subclass=生物工程与应用微生物; IF2024=2.8; eissn=1573-5044; url=https://www.iikx.com/sci/biology/16326.html
PLANT MOLECULAR BIOLOGY,0167-4412,Q2,,iikx biology api,CAS biology class; subclass=生化与分子生物学; IF2024=3.7; eissn=1573-5028; url=https://www.iikx.com/sci/biology/16336.html
PLANT MOLECULAR BIOLOGY REPORTER,0735-9640,Q2,,iikx biology api,CAS biology class; subclass=生化研究方法; IF2024=2.0; eissn=1572-9818; url=https://www.iikx.com/sci/biology/16337.html
PLoS Genetics,1553-7404,Q2,,iikx biology api,CAS biology class; subclass=遗传学; IF2024=3.9; eissn=1553-7404; url=https://www.iikx.com/sci/biology/18489.html
PLoS One,1932-6203,Q2,,iikx biology api,CAS biology class; subclass=综合性期刊; IF2024=2.8; eissn=1932-6203; url=https://www.iikx.com/sci/biology/16368.html
PRESLIA,0032-7786,Q2,,iikx biology api,CAS biology class; subclass=植物科学; IF2024=3.3; eissn=2570-950X; url=https://www.iikx.com/sci/biology/16433.html
PRIMATES,0032-8332,Q2,,iikx biology api,CAS biology class; subclass=动物学; IF2024=1.5; eissn=1610-7365; url=https://www.iikx.com/sci/biology/16438.html
PROCESS BIOCHEMISTRY,1359-5113,Q2,,iikx biology api,CAS biology class; subclass=生化与分子生物学; IF2024=4.4; eissn=1873-3298; url=https://www.iikx.com/sci/biology/16497.html
PROTEIN ENGINEERING DESIGN & SELECTION,1741-0126,Q2,,iikx biology api,CAS biology class; subclass=生化与分子生物学; IF2024=3.5; eissn=1741-0134; url=https://www.iikx.com/sci/biology/16552.html
PROTEINS-STRUCTURE FUNCTION AND BIOINFORMATICS,0887-3585,Q2,,iikx biology api,CAS biology class; subclass=生化与分子生物学; IF2024=3.3; eissn=1097-0134; url=https://www.iikx.com/sci/biology/34693.html
PROTEOMICS,1615-9853,Q2,,iikx biology api,CAS biology class; subclass=生化研究方法; IF2024=4.1; eissn=1615-9861; url=https://www.iikx.com/sci/biology/16557.html
PROTOPLASMA,0033-183X,Q2,,iikx biology api,CAS biology class; subclass=细胞生物学; IF2024=2.7; eissn=1615-6102; url=https://www.iikx.com/sci/biology/16559.html
Palaeobiodiversity and Palaeoenvironments,1867-1594,Q2,,iikx biology api,CAS biology class; subclass=生物多样性保护; IF2024=1.8; eissn=1867-1608; url=https://www.iikx.com/sci/biology/19307.html
PeerJ,2167-8359,Q2,,iikx biology api,CAS biology class; subclass=综合性期刊; IF2024=2.9; eissn=2167-8359; url=https://www.iikx.com/sci/biology/19092.html
Physica Medica-European Journal of Medical Physics,1120-1797,Q2,,iikx biology api,CAS biology class; subclass=核医学; IF2024=2.7; eissn=1724-191X; url=https://www.iikx.com/sci/biology/16239.html
Phytobiomes Journal,N/A,Q2,,iikx biology api,CAS biology class; subclass=微生物学; IF2024=2.8; eissn=2471-2906; url=https://www.iikx.com/sci/biology/33544.html
Plant Direct,N/A,Q2,,iikx biology api,CAS biology class; subclass=植物科学; IF2024=2.8; eissn=2475-4455; url=https://www.iikx.com/sci/biology/36029.html
Plant Gene,2352-4073,Q2,,iikx biology api,CAS biology class; subclass=; IF2024=2.3; eissn=2352-4073; url=https://www.iikx.com/sci/biology/66488.html
Plant Physiology Reports,2662-253X,Q2,,iikx biology api,CAS biology class; subclass=; IF2024=2.6; eissn=2662-2548; url=https://www.iikx.com/sci/biology/67309.html
Plant Reproduction,2194-7953,Q2,,iikx biology api,CAS biology class; subclass=植物科学; IF2024=2.6; eissn=2194-7961; url=https://www.iikx.com/sci/biology/18812.html
Proteomes,N/A,Q2,,iikx biology api,CAS biology class; subclass=; IF2024=4.3; eissn=2227-7382; url=https://www.iikx.com/sci/biology/33091.html
Psyche-A Journal of Entomology,0033-2615,Q2,,iikx biology api,CAS biology class; subclass=; IF2024=1.4; eissn=1687-7438; url=https://www.iikx.com/sci/biology/28714.html
QUARTERLY REVIEW OF BIOLOGY,0033-5770,Q2,,iikx biology api,CAS biology class; subclass=生物学; IF2024=3.0; eissn=1539-7718; url=https://www.iikx.com/sci/biology/16639.html
Quantitative Plant Biology,N/A,Q2,,iikx biology api,CAS biology class; subclass=; IF2024=2.1; eissn=2632-8828; url=https://www.iikx.com/sci/biology/70953.html
REPRODUCTION,1470-1626,Q2,,iikx biology api,CAS biology class; subclass=发育生物学; IF2024=3.4; eissn=1741-7899; url=https://www.iikx.com/sci/biology/16714.html
REPRODUCTIVE TOXICOLOGY,0890-6238,Q2,,iikx biology api,CAS biology class; subclass=生殖生物学; IF2024=3.4; eissn=1873-1708; url=https://www.iikx.com/sci/biology/16721.html
RESEARCH IN MICROBIOLOGY,0923-2508,Q2,,iikx biology api,CAS biology class; subclass=微生物学; IF2024=4.4; eissn=1769-7123; url=https://www.iikx.com/sci/biology/16725.html
RNA,1355-8382,Q2,,iikx biology api,CAS biology class; subclass=生化与分子生物学; IF2024=4.3; eissn=1469-9001; url=https://www.iikx.com/sci/biology/16881.html
RNA Biology,1547-6286,Q2,,iikx biology api,CAS biology class; subclass=生化与分子生物学; IF2024=4.1; eissn=1555-8584; url=https://www.iikx.com/sci/biology/16880.html
RSC Chemical Biology,2633-0679,Q2,,iikx biology api,CAS biology class; subclass=; IF2024=3.9; eissn=2633-0679; url=https://www.iikx.com/sci/biology/31013.html
SALAMANDRA,0036-3375,Q2,,iikx biology api,CAS biology class; subclass=动物学; IF2024=1.3; eissn=0036-3375; url=https://www.iikx.com/sci/biology/18830.html
SCIENTIA MARINA,0214-8358,Q2,,iikx biology api,CAS biology class; subclass=海洋与淡水生物学; IF2024=1.8; eissn=1886-8134; url=https://www.iikx.com/sci/biology/16989.html
SEED SCIENCE RESEARCH,0960-2585,Q2,,iikx biology api,CAS biology class; subclass=植物科学; IF2024=2.1; eissn=1475-2735; url=https://www.iikx.com/sci/biology/17002.html
SLAS Discovery,2472-5552,Q2,,iikx biology api,CAS biology class; subclass=生化研究方法; IF2024=3.3; eissn=2472-5560; url=https://www.iikx.com/sci/biology/19761.html
SOUTH AFRICAN JOURNAL OF BOTANY,0254-6299,Q2,,iikx biology api,CAS biology class; subclass=植物科学; IF2024=3.1; eissn=1727-9321; url=https://www.iikx.com/sci/biology/17141.html
Statistics in Biopharmaceutical Research,1946-6315,Q2,,iikx biology api,CAS biology class; subclass=数学与计算生物学; IF2024=1.6; eissn=1946-6315; url=https://www.iikx.com/sci/biology/18240.html
Synthetic and Systems Biotechnology,2405-805X,Q2,,iikx biology api,CAS biology class; subclass=生物工程与应用微生物; IF2024=4.8; eissn=2405-805X; url=https://www.iikx.com/sci/biology/33980.html
THEORY IN BIOSCIENCES,1431-7613,Q2,,iikx biology api,CAS biology class; subclass=生物学; IF2024=2.0; eissn=1611-7530; url=https://www.iikx.com/sci/biology/17362.html
TURKISH JOURNAL OF ZOOLOGY,1300-0179,Q2,,iikx biology api,CAS biology class; subclass=动物学; IF2024=1.6; eissn=1303-6114; url=https://www.iikx.com/sci/biology/17524.html
Theoretical and Experimental Plant Physiology,2197-0025,Q2,,iikx biology api,CAS biology class; subclass=植物科学; IF2024=2.4; eissn=2197-0025; url=https://www.iikx.com/sci/biology/19353.html
Toxins,N/A,Q2,,iikx biology api,CAS biology class; subclass=毒理学; IF2024=4.0; eissn=2072-6651; url=https://www.iikx.com/sci/biology/18530.html
Transcription-Austin,2154-1264,Q2,,iikx biology api,CAS biology class; subclass=; IF2024=3.8; eissn=2154-1272; url=https://www.iikx.com/sci/biology/31056.html
Tree Genetics & Genomes,1614-2942,Q2,,iikx biology api,CAS biology class; subclass=林学; IF2024=2.1; eissn=1614-2950; url=https://www.iikx.com/sci/biology/50339.html
Tropical Plant Biology,1935-9756,Q2,,iikx biology api,CAS biology class; subclass=植物科学; IF2024=2.1; eissn=1935-9764; url=https://www.iikx.com/sci/biology/19116.html
URSUS,1537-6176,Q2,,iikx biology api,CAS biology class; subclass=动物学; IF2024=0.6; eissn=1938-5439; url=https://www.iikx.com/sci/biology/17555.html
WILDLIFE RESEARCH,1035-3712,Q2,,iikx biology api,CAS biology class; subclass=生态学; IF2024=1.9; eissn=1448-5494; url=https://www.iikx.com/sci/biology/17662.html
WORLD JOURNAL OF MICROBIOLOGY & BIOTECHNOLOGY,0959-3993,Q2,,iikx biology api,CAS biology class; subclass=; IF2024=4.7; eissn=1573-0972; url=https://www.iikx.com/sci/biology/34487.html
Wiley Interdisciplinary Reviews-RNA,1757-7004,Q2,,iikx biology api,CAS biology class; subclass=细胞生物学; IF2024=4.4; eissn=1757-7012; url=https://www.iikx.com/sci/biology/18542.html
World Journal of Stem Cells,1948-0210,Q2,,iikx biology api,CAS biology class; subclass=细胞与组织工程; IF2024=4.9; eissn=1948-0210; url=https://www.iikx.com/sci/biology/19570.html
ZOO BIOLOGY,0733-3188,Q2,,iikx biology api,CAS biology class; subclass=兽医学; IF2024=1.5; eissn=1098-2361; url=https://www.iikx.com/sci/biology/17739.html
ZOOLOGICAL STUDIES,1021-5506,Q2,,iikx biology api,CAS biology class; subclass=动物学; IF2024=1.4; eissn=1810-522X; url=https://www.iikx.com/sci/biology/17745.html
ZOOLOGISCHER ANZEIGER,0044-5231,Q2,,iikx biology api,CAS biology class; subclass=动物学; IF2024=1.3; eissn=0044-5231; url=https://www.iikx.com/sci/biology/17747.html
ZOOLOGY,0944-2006,Q2,,iikx biology api,CAS biology class; subclass=动物学; IF2024=1.5; eissn=1873-2720; url=https://www.iikx.com/sci/biology/17749.html
ZOOSYSTEMA,1280-9551,Q2,,iikx biology api,CAS biology class; subclass=动物学; IF2024=1.3; eissn=1638-9387; url=https://www.iikx.com/sci/biology/17753.html
ZooKeys,1313-2989,Q2,,iikx biology api,CAS biology class; subclass=动物学; IF2024=1.5; eissn=1313-2970; url=https://www.iikx.com/sci/biology/17740.html
Zoosystematics and Evolution,1860-0743,Q2,,iikx biology api,CAS biology class; subclass=动物学; IF2024=1.4; eissn=1860-0743; url=https://www.iikx.com/sci/biology/19362.html
mSphere,N/A,Q2,,iikx biology api,CAS biology class; subclass=微生物学; IF2024=4.0; eissn=2379-5042; url=https://www.iikx.com/sci/biology/19532.html
mSystems,N/A,Q2,,iikx biology api,CAS biology class; subclass=微生物学; IF2024=5.2; eissn=2379-5077; url=https://www.iikx.com/sci/biology/19550.html
